year,month,County,BI_mean,BI_max,surveys,cases
2015,9,南投縣,1.818181818181818,16.0,99,3
2015,9,嘉義市,1.1168214285714286,5.454,28,11
2015,9,嘉義縣,0.3348390243902439,10.0,205,11
2015,9,基隆市,0.6666666666666666,4.0,6,2
2015,9,宜蘭縣,1.4663181818181816,28.0,110,1
2015,9,屏東縣,4.009673333333334,41.284,150,63
2015,9,彰化縣,1.9699248120300752,8.0,133,8
2015,9,新北市,1.2052442528735632,28.0,348,28
2015,9,新竹市,7.576352941176471,140.0,85,6
2015,9,新竹縣,1.7129333333333332,10.0,60,5
2015,9,桃園市,2.959538617886179,58.75,492,18
2015,9,澎湖縣,6.862133333333333,36.0,30,3
2015,9,臺中市,2.129200803212852,12.0,249,35
2015,9,臺北市,2.333621160409556,29.23,293,36
2015,9,臺南市,2.210264367816092,28.571,435,12814
2015,9,臺東縣,2.1605822784810127,47.272,79,2
2015,9,花蓮縣,0.8571428571428571,12.0,98,3
2015,9,苗栗縣,4.13672,8.333,75,2
2015,9,金門縣,3.057818181818182,6.0,11,1
2015,9,雲林縣,1.6997444444444445,11.538,90,7
2015,9,高雄市,5.391617903930131,68.0,916,2107
2015,10,南投縣,1.0,4.0,80,3
2015,10,嘉義市,0.5803571428571429,3.75,28,2
2015,10,嘉義縣,0.2025833333333333,7.407,180,9
2015,10,基隆市,0.0,0.0,6,2
2015,10,宜蘭縣,0.8037788461538462,6.25,104,2
2015,10,屏東縣,2.219198757763975,19.607,161,74
2015,10,彰化縣,1.522673611111111,8.0,144,13
2015,10,新北市,1.4721072664359862,20.0,289,21
2015,10,新竹市,4.2910200000000005,42.307,50,5
2015,10,新竹縣,1.7146129032258064,40.0,62,10
2015,10,桃園市,1.536731012658228,20.0,316,9
2015,10,澎湖縣,3.291848484848485,15.384,33,2
2015,10,臺中市,1.454257142857143,8.0,210,11
2015,10,臺北市,2.562590163934426,41.538,244,25
2015,10,臺南市,0.8739901408450704,16.0,710,4818
2015,10,臺東縣,1.3283513513513514,10.0,74,6
2015,10,花蓮縣,0.4333333333333333,8.0,90,4
2015,10,苗栗縣,3.1703,8.0,70,1
2015,10,金門縣,2.3186,8.0,15,1
2015,10,雲林縣,1.0024886363636365,9.09,88,6
2015,10,高雄市,2.643353871773522,32.0,1201,5134
2015,11,嘉義市,0.043103448275862,1.25,29,5
2015,11,嘉義縣,0.0388169014084507,1.923,142,6
2015,11,基隆市,0.0,0.0,4,1
2015,11,屏東縣,2.6717984496124028,51.724,129,148
2015,11,彰化縣,0.8372093023255814,6.0,129,17
2015,11,新北市,0.6835961538461539,16.0,260,17
2015,11,新竹市,3.031491228070176,14.0,57,5
2015,11,新竹縣,0.5533015873015873,5.882,63,1
2015,11,桃園市,0.7327128712871288,9.433,101,7
2015,11,澎湖縣,1.2376,7.547,30,8
2015,11,臺中市,1.067753333333333,4.0,150,16
2015,11,臺北市,0.7904888888888888,8.0,135,13
2015,11,臺南市,0.5892493403693931,11.764,758,781
2015,11,臺東縣,1.34268,10.909,75,3
2015,11,花蓮縣,0.5263157894736842,6.0,95,1
2015,11,苗栗縣,2.588235294117647,6.0,68,2
2015,11,雲林縣,0.6108904109589041,3.846,73,6
2015,11,高雄市,1.6068774468085103,23.232,1175,8914
2015,12,嘉義市,0.46664,5.0,25,2
2015,12,嘉義縣,0.0420454545454545,2.702,110,4
2015,12,屏東縣,1.40101878914405,21.153,479,94
2015,12,彰化縣,0.7123287671232876,8.0,73,1
2015,12,新北市,0.7506553672316385,14.0,177,6
2015,12,新竹縣,0.6053387096774193,4.0,62,1
2015,12,桃園市,0.7994594594594594,20.0,74,3
2015,12,澎湖縣,0.4625714285714286,2.0,21,2
2015,12,臺中市,1.0411621621621625,4.0,111,4
2015,12,臺北市,0.6315568181818182,4.0,88,6
2015,12,臺南市,0.3867780612244897,8.0,392,81
2015,12,臺東縣,1.43386301369863,20.0,73,3
2015,12,苗栗縣,2.055555555555556,6.0,36,1
2015,12,雲林縣,0.2929102564102564,3.846,78,4
2015,12,高雄市,1.0690106544901066,27.642,1314,2959
2016,1,嘉義市,0.0543478260869565,1.25,23,1
2016,1,宜蘭縣,0.5667083333333334,26.0,96,1
2016,1,屏東縣,2.7645,31.372,86,20
2016,1,新北市,0.3152488687782805,4.0,221,1
2016,1,臺中市,0.9629770114942529,4.0,87,1
2016,1,臺北市,0.7225820895522388,6.153,67,1
2016,1,臺南市,0.316445205479452,6.0,146,6
2016,1,高雄市,1.4606873977086745,16.071,611,331
2016,2,高雄市,1.600135935397039,40.0,743,7
2016,3,臺南市,0.9374190358467244,16.0,809,1
2016,3,高雄市,1.5776006666666669,23.529,1500,1
2016,4,高雄市,2.2886176470588238,32.142,442,1
2016,6,屏東縣,6.537905913978495,47.272,372,1
2016,7,臺南市,2.5301755888650965,38.0,467,2
2016,7,高雄市,2.122865329512894,22.0,349,1
2016,8,高雄市,3.770383647798742,36.0,477,1
2016,9,臺南市,4.14419347826087,42.0,460,1
2016,11,臺北市,1.9640736842105264,24.39,95,3
2017,7,高雄市,3.5395678092399407,23.529,671,3
2017,9,新北市,0.485874251497006,4.0,334,3
2017,10,新北市,0.561771676300578,6.0,346,3
2017,10,桃園市,1.4540531914893615,8.0,94,1
2018,6,高雄市,1.8530103626943004,12.0,193,1
2018,7,新北市,0.8011577380952382,14.0,336,5
2018,7,臺北市,0.5393007518796993,7.843,133,2
2018,8,嘉義縣,1.1050743801652891,28.323,242,2
2018,8,彰化縣,1.2571627906976746,13.636,129,4
2018,8,新北市,1.1017698412698411,12.0,378,22
2018,8,桃園市,2.045297297297297,26.973,185,1
2018,8,臺中市,5.038130952380952,54.838,168,46
2018,8,高雄市,4.758592741935484,48.0,248,2
2018,9,彰化縣,1.5773253968253969,16.0,126,4
2018,9,新北市,1.0365561643835617,44.0,365,13
2018,9,臺中市,6.002639024390244,70.0,205,38
2018,9,臺南市,4.669386396318665,45.333,6954,1
2018,9,高雄市,3.7628060941828254,28.947,361,8
2018,10,新北市,0.8083448275862068,6.0,348,3
2018,10,臺中市,2.7621932773109243,17.543,119,22
2018,11,新北市,0.6288676470588235,4.0,340,1
2018,11,臺中市,2.813373831775701,20.0,107,7
2018,11,高雄市,2.6355205479452053,25.0,584,1
2019,2,高雄市,1.6647714285714283,12.0,70,1
2019,5,高雄市,4.842029702970297,23.188,404,10
2019,6,臺南市,2.4075258525852585,34.0,909,5
2019,6,高雄市,4.494649746192893,23.529,394,22
2019,7,桃園市,1.265214953271028,17.441,107,1
2019,7,臺南市,2.453854807692308,42.0,1040,12
2019,7,高雄市,4.513247747747748,60.0,888,15
2019,8,新北市,0.5678939393939394,10.0,396,2
2019,8,臺北市,0.8714334600760457,4.938,263,1
2019,8,臺南市,2.232552845528456,48.0,1107,6
2019,8,高雄市,3.2551650366748164,116.0,818,3
2019,9,臺北市,1.2549017857142857,8.0,224,1
2019,9,臺南市,1.654871628910464,42.0,927,7
2019,9,高雄市,2.8023679144385025,20.0,935,6
2019,10,新北市,0.5320931372549019,8.0,408,5
2019,10,臺中市,2.6633589743589745,21.621,117,1
2019,10,臺南市,0.5771487119437939,10.0,854,1
2019,10,高雄市,1.128450038729667,36.0,1291,1
2020,7,新北市,0.206806282722513,6.0,382,1
2020,7,桃園市,1.6710504201680674,20.408,119,13
2020,8,新北市,0.2025316455696202,6.0,395,2
2020,8,桃園市,2.153345794392524,13.333,107,2
2020,9,新北市,0.3666666666666666,8.0,390,33
2020,9,桃園市,2.1772531645569617,22.0,79,5
2020,10,新北市,0.3419023136246786,6.0,389,12
2020,10,桃園市,1.7755052631578947,17.647,95,2
2020,11,新北市,0.258160237388724,4.0,337,2
2020,11,桃園市,1.223952380952381,2.941,21,1
2022,8,臺中市,2.441832167832168,36.619,143,2
2022,8,高雄市,0.9946195995785037,21.794,949,1
2022,9,高雄市,0.8514691558441558,12.0,616,16
2022,10,高雄市,1.4135024875621889,10.0,201,1
2023,6,屏東縣,1.5507862068965517,9.411,435,1
2023,6,臺中市,3.752136363636364,33.333,110,1
2023,6,臺南市,0.9038048469387756,26.923,784,174
2023,6,雲林縣,1.0408676470588234,6.0,68,18
2023,6,高雄市,3.0776228373702423,24.0,289,5
2023,7,南投縣,2.658553571428571,11.538,56,2
2023,7,嘉義縣,0.3466049382716049,5.769,324,1
2023,7,屏東縣,1.6333817204301075,10.909,558,3
2023,7,臺中市,3.231586538461538,20.754,104,3
2023,7,臺北市,0.4827586206896552,4.0,145,1
2023,7,臺南市,0.5513069016152716,20.0,681,599
2023,7,苗栗縣,2.4150943396226414,8.0,53,1
2023,7,雲林縣,1.5194025974025973,8.0,77,108
2023,7,高雄市,4.561490909090909,37.5,220,29
2023,8,嘉義市,5.193741071428571,45.0,224,1
2023,8,嘉義縣,0.8652461538461539,30.188,390,8
2023,8,屏東縣,1.473196110210697,11.32,617,23
2023,8,彰化縣,4.254257142857143,26.984,70,3
2023,8,新北市,0.0838226221079691,2.941,389,11
2023,8,新竹市,2.8349375,18.333,32,5
2023,8,新竹縣,0.7532638888888888,15.384,72,2
2023,8,桃園市,3.395958904109589,36.538,292,9
2023,8,臺中市,4.099809523809524,33.333,126,7
2023,8,臺北市,0.791970802919708,6.0,274,9
2023,8,臺南市,0.7661251002405775,16.981,1247,2673
2023,8,苗栗縣,3.111784615384616,12.0,65,1
2023,8,雲林縣,2.022898550724638,13.333,69,170
2023,8,高雄市,4.725553623188406,40.0,345,120
2023,9,南投縣,2.048497142857143,22.0,175,7
2023,9,嘉義市,3.793739130434783,20.0,138,6
2023,9,嘉義縣,0.3751316397228637,13.888,433,48
2023,9,基隆市,0.7305652173913044,4.0,46,1
2023,9,屏東縣,1.1737036247334751,15.384,469,55
2023,9,彰化縣,4.455214285714286,44.23,70,3
2023,9,新北市,0.104384133611691,8.0,479,29
2023,9,新竹市,3.002764705882353,12.0,17,8
2023,9,新竹縣,0.8619178082191781,13.333,73,4
2023,9,桃園市,2.2425833333333336,48.0,132,17
2023,9,臺中市,3.570179310344828,30.0,145,13
2023,9,臺北市,0.4184397163120567,8.0,423,8
2023,9,臺南市,0.4787626752966559,31.746,1854,8434
2023,9,雲林縣,2.8425652173913045,32.0,69,162
2023,9,高雄市,5.412899686520376,40.677,319,438
2023,10,南投縣,1.6297796610169493,10.714,177,2
2023,10,嘉義市,4.153236686390533,24.647,169,17
2023,10,嘉義縣,0.2095493273542601,7.692,446,82
2023,10,基隆市,0.5243673469387755,4.0,49,1
2023,10,宜蘭縣,0.3293286713286713,8.0,143,5
2023,10,屏東縣,1.1009705882352945,9.433,408,126
2023,10,彰化縣,0.88098,6.0,50,7
2023,10,新北市,0.1232227488151658,6.0,422,42
2023,10,新竹市,2.7556875,5.172,16,6
2023,10,新竹縣,0.2758620689655172,6.0,58,7
2023,10,桃園市,1.268,24.0,89,10
2023,10,澎湖縣,0.9056603773584906,8.0,53,1
2023,10,臺中市,2.5553237410071943,11.111,139,25
2023,10,臺北市,0.4600550964187327,8.0,363,25
2023,10,臺南市,0.2089597402597402,40.0,1540,6700
2023,10,臺東縣,0.9636962025316456,15.686,79,1
2023,10,苗栗縣,3.45631746031746,16.0,63,1
2023,10,雲林縣,1.0124603174603175,8.823,63,169
2023,10,高雄市,4.431404682274247,16.0,299,764
2023,11,嘉義市,1.5418895966029724,11.111,471,15
2023,11,嘉義縣,0.313003300330033,6.25,303,77
2023,11,宜蘭縣,0.1036015037593985,2.0,133,2
2023,11,屏東縣,0.8244922048997773,8.0,449,126
2023,11,彰化縣,0.5756981132075472,6.0,53,5
2023,11,新北市,0.0773195876288659,4.0,388,20
2023,11,新竹市,1.6766,3.076,10,2
2023,11,新竹縣,0.7993529411764706,8.0,17,1
2023,11,桃園市,0.9575,25.6,64,3
2023,11,澎湖縣,0.7352592592592593,6.0,54,4
2023,11,臺中市,1.7307227722772276,6.153,101,8
2023,11,臺北市,0.1993355481727574,4.0,301,9
2023,11,臺南市,0.1435051434759068,6.185,1847,2660
2023,11,臺東縣,0.7490641025641026,19.23,78,2
2023,11,苗栗縣,2.87730612244898,12.0,49,1
2023,11,金門縣,0.5356666666666666,3.0,12,1
2023,11,雲林縣,0.6522340425531915,4.411,47,89
2023,11,高雄市,3.5133630363036303,22.0,303,1222
2023,12,南投縣,0.6991228070175439,5.263,57,1
2023,12,嘉義市,0.9912317757009346,13.846,535,3
2023,12,嘉義縣,0.2816338797814208,10.0,183,25
2023,12,屏東縣,0.4274326750448833,7.547,557,70
2023,12,新北市,0.2122186495176848,48.0,311,5
2023,12,新竹縣,0.0,0.0,8,1
2023,12,桃園市,3.4675454545454545,24.528,11,1
2023,12,臺中市,1.3952205882352942,4.918,68,1
2023,12,臺北市,0.1300813008130081,3.0,123,2
2023,12,臺南市,0.1048506543494996,8.0,1299,273
2023,12,雲林縣,1.1826875,6.41,32,21
2023,12,高雄市,3.020558394160584,36.0,274,567
2024,1,嘉義縣,0.1842105263157894,3.846,133,1
2024,1,屏東縣,0.8273154761904762,9.433,336,8
2024,1,臺南市,0.1475116525423729,8.0,944,18
2024,1,高雄市,1.7358222222222224,16.129,270,86
2024,2,屏東縣,0.5529391727493917,8.0,411,1
2024,2,臺南市,0.1061946902654867,8.0,791,1
2024,2,高雄市,1.3336344086021503,7.547,93,32
2024,3,高雄市,0.6025401459854015,8.333,274,6
2024,4,高雄市,0.5380711462450594,6.666,253,11
2024,6,高雄市,1.7242329317269076,24.0,249,2
2024,9,新北市,0.0,0.0,42,62
2024,9,臺北市,0.5522388059701493,4.0,134,1
2024,9,花蓮縣,4.181233333333333,48.051,30,1
2024,10,彰化縣,0.8800727272727272,21.153,55,1
2024,10,新北市,0.0,0.0,35,11
2024,10,臺北市,0.546875,18.0,192,4
2024,10,苗栗縣,5.112625,38.0,56,1
2024,11,新北市,0.1,2.0,40,2
2024,11,高雄市,0.0142857142857142,4.0,280,2
2024,12,高雄市,0.4321536050156739,10.0,319,4
2025,8,高雄市,3.4578011363636363,46.031,176,12
2025,9,宜蘭縣,0.1649484536082474,4.0,97,1
2025,9,桃園市,1.9226875,10.526,16,6
2025,9,臺北市,1.0721649484536082,6.0,97,1
2025,10,新北市,0.0105263157894736,4.0,380,1
2025,10,桃園市,1.6991195652173914,51.578,92,1
2025,10,臺南市,0.1319843416370106,7.843,1405,3
2025,10,高雄市,1.831748366013072,32.0,306,1
2025,11,屏東縣,0.5691608391608391,8.928,429,2
2025,11,高雄市,1.7211593406593406,16.0,364,1
2026,5,高雄市,3.431277777777777,12.0,54,1
